frame_id,timestamp,qw,qx,qy,qz,wx_radDs,wy_radDs,wz_radDs,ax_mDs2,ay_mDs2,az_mDs2,system_time_s,roll,pitch,yaw,roll_filtered,pitch_filtered,yaw_filtered
18,2026674198,0.9992431,-0.03000713,0.0071902853,-0.023693189,1.59858875,-0.0289848565,0.109317903,4.8138779125,-0.5157295175,5.1198445,2015.6818629248555,-3.457870524830936,0.7418723459344323,-0.4392486647858478,-0.2980326817405997,-3.216906914029342,0.1460043352807696
19,2026708990,0.99950218125,-0.00364653125,0.0076090088625,-0.022503897125,1.766858,0.07959254,0.119203575,4.899290475,-0.782057505,5.240117,2015.7107646589595,-0.4375120408718696,0.8624834879457471,-0.2831663603464549,2.275612246486217,-3.077037802973864,0.2829837893493463
20,2026738992,0.99949856,0.018324206,0.00873632525,-0.02178545575,1.3275311,0.14751309,0.07169277,5.2228600625,-0.9452902375,3.9189283875,2015.739666393064,2.077979642205818,1.0465317204395754,-0.1785742508124679,5.053684034028743,-2.8005865284461766,0.4243956495559435
21,2026771615,0.999100885,0.033710151,0.010926530875,-0.021773290125,0.5497227499999999,0.1706400599999999,-0.01116296025,5.705201,-1.0397928,1.6367657,2015.768568127168,3.8363293225869137,1.335281552428381,-0.1524317941313087,6.980953934807952,-2.4187619769554862,0.4841894116546144
22,2026801493,0.9987529233333332,0.042038612,0.0134298962666666,-0.0227221103333333,0.27410167,0.15394673,-0.0511148,5.616009947368421,-0.4708773894736842,1.033960142105263,2015.797469861272,4.783961594796168,1.6467660671240287,-0.2380378560664029,8.02609634286129,-1.9915068617100584,0.461132555084956
23,2026828991,0.998159725,0.0521601815,0.0156478038333333,-0.0236090548333333,0.74886703,0.13140187,-0.023738282,5.509993185714286,0.0070025114285714,0.4531863677142857,2015.826371595376,5.93869343759458,1.9315842302068411,-0.3099457871411819,8.312360386043158,-1.5736463016994824,0.3497090115888712
24,2026863990,0.9969653083333332,0.0705825365,0.0170169666111111,-0.0237910476111111,1.5716362,0.13816838,0.0551817,5.252545042857143,-0.3344371742857143,0.0706986448571428,2015.85527332948,8.051063248020629,2.1374806027545694,-0.2838592148386833,9.04985921840288,-1.2359885962136063,0.2885689068101382
25,2026891493,0.9955114125,0.088674478375,0.01844173925,-0.0240320074375,1.4763318,0.12570433,0.053728115,5.4704369,-1.17506563875,-1.89723975925,2015.884175063584,10.127850597055392,2.349051509243959,-0.2578273398680979,10.353535913102313,-0.9727478128554582,0.3010008030834346
26,2026921644,0.993969375,0.10465985425,0.0197740835,-0.024301941625,0.661363515,0.1149736375,-0.00550426227,5.849885,-2.1241755,-4.2799153,2015.9101866242768,11.965302212069314,2.544799030974892,-0.2346698926032093,11.437015457031114,-0.748790551750966,0.3159489874280263
27,2026948991,0.992906115,0.114169605,0.0213203049999999,-0.0247115389999999,0.48200423,0.11368115,-0.00025459589,5.71471165,-1.7697491,-3.88758445,2015.936198184971,13.057829721811592,2.750252856394133,-0.2368273256769444,12.221050050404068,-0.529874770757029,0.3209608532396072
28,2026971617,0.991964242,0.121748879,0.0231097113,-0.0249678839,0.6420596,0.16142074,0.0268240265,5.5795383,-1.4153227,-3.4952536,2015.9622097456647,13.92893701243782,2.976652792586506,-0.2202514356373419,12.33122501470104,-0.3157298736467043,0.3048406777099942
29,2027003992,0.990968446,0.1290471095,0.02553638715,-0.02454818195,0.6801647,0.22469765,0.05300126,5.878702237500001,-1.8476112625,-5.38307059375,2015.9882213063584,14.770149374662104,3.2648440659932527,-0.1150625159515912,12.136081770318588,-0.0816342497872658,0.3248324611129577
30,2027028991,0.990004934375,0.13604636875,0.0282550420625,-0.0240964585625,0.16034369,0.25165358,0.037955105,6.11305980625,-1.9456475125,-7.0073098125,2016.0190127692308,15.577240031621212,3.583430647501415,0.0014549264580043,11.881726633522216,0.2045656663051468,0.4120481324986649
31,2027066491,0.9903600625,0.132757685,0.03146681175,-0.02374422275,-0.29811397,0.16143103,0.041331697,6.1191996625,-1.0722908249999998,-7.579079224999999,2016.0542691794872,15.193617604556849,3.935416433377805,0.0779624846512767,11.053940276743324,0.5000278961586097,0.493023740951381
32,2027098991,0.99029018125,0.13302956,0.0332299695,-0.022809587375,0.18473148,0.08978366,0.10886055,6.2603927875,-1.17074525,-8.94987656875,2016.089525589744,15.22678592149702,4.122182754416827,0.2120150092188266,9.556964289559676,0.73686349905498,0.5389756963456019
33,2027128991,0.990325144,0.1326790885333333,0.0339479929333333,-0.0216042339333333,0.038853243,0.033671726,0.12043382,6.454126052631579,-1.6292534368421054,-10.667107157894735,2016.124782,15.190627907960785,4.184843945958408,0.3585526712724038,8.50350603491117,0.7784196315159441,0.6344434008403572
34,2027168991,0.991924786,0.1203723354666666,0.0336879140666666,-0.0206782480666666,-1.2862325,-0.048050277,0.042448193,6.687283847368421,-2.339929163157895,-12.679862842105262,2016.1600384102564,13.770289139337766,4.1180875409316124,0.4087058372746275,6.92364833760242,0.6812650847156964,0.6882091073622801
35,2027198991,0.994448015,0.0951345919999999,0.032772966,-0.0203431025,-2.0160747,-0.10088594,0.007690019,6.65331375,-1.63709502,-12.6668245,2016.195294820513,10.861184839619938,3.961700029476777,0.3326702206819987,4.2243184262945705,0.4968210738555094,0.6420356048828239
36,2027231493,0.99697228125,0.0664030705,0.031572797625,-0.0202226304999999,-1.575011,-0.1314258,0.015970942,6.541699825,-0.79953548,-12.1717185,2016.2305512307687,7.5528692191493025,3.764477777786602,0.2242405633414792,0.5002888951772351,0.2526675980839442,0.4950041960424973
37,2027268990,0.998577628125,0.0348805382499999,0.0297440070625,-0.02047734925,-2.049618,-0.14930944,-0.033619374,6.56133709375,-1.139716365,-12.858788125,2016.2658076410253,3.933169551618082,3.488690508432943,0.0700151132791626,-3.288600148700197,-0.027951614279107,0.3165371212086133
38,2027301493,0.9992088785714286,0.0073286002285714,0.028658086,-0.0209008357142857,-1.4690207,-0.09280254,-0.030731281,6.168322688888889,-0.1652812166666666,-11.193307333333331,2016.301064051282,0.7720061722677798,3.3016463157718583,-0.0746244669047588,-6.764183813244921,-0.310902962814903,0.135068970824318
39,2027333992,0.9992924763157895,-0.0098811777052631,0.0286329207368421,-0.0216953921578947,-0.6609796,-0.010832934,-0.032927062,5.72185028,0.620615816,-9.18003608,2016.336320461539,-1.2047481787412118,3.256042005147612,-0.2219889360466127,-9.391079850262692,-0.4779449169370422,-0.025605102295006
40,2027371493,0.9991572342105264,-0.0164671309368421,0.0295463711578947,-0.0228592871052631,-0.04674388,0.085833974,-0.056896932,5.24286364,0.5531802646666667,-6.866670373333333,2016.371576871795,-1.966564989841978,3.3417307821360134,-0.3788726943403184,-10.269142823213656,-0.4568834323404209,-0.1779728956714905
41,2027403991,0.999079875,-0.0137100154999999,0.0317307005,-0.0248464965,0.52050227,0.13413636,-0.0765193,5.3335749625,-0.65622759,-7.944324775,2016.406833282052,-1.663504103651487,3.5961482476736704,-0.6017271669400932,-10.09043050646527,-0.325006560198563,-0.3367516062920672
42,2027433990,0.9989410375,-0.0117039475624999,0.0343947013125,-0.0275940675,-0.08858987,0.11793853,-0.16793913,5.34368133125,-1.15603546875,-8.9607406875,2016.442089692308,-1.4520857103717988,3.90331691101956,-0.914346585353598,-8.987140149220556,-0.0551082465319298,-0.5423016713340648
43,2027471617,0.998580375,-0.021043741625,0.037066947125,-0.031545955,-0.79612895,0.094072675,-0.266441235,5.188698,-0.6672867,-9.496748,2016.4773461025643,-2.5496558894155164,4.169242046539411,-1.411925495932525,-8.653738306720216,0.2046658579608875,-0.8725642839046925
44,2027501493,0.99809365625,-0.0304027180625,0.03895749625,-0.03616756625,-0.623151,0.05662209,-0.27676874,5.144675449999999,-0.444301905,-9.4269618,2016.511477906433,-3.6518349641282,4.334073250026723,-1.9890978063918063,-9.155424830902934,0.3827415003634361,-1.300791264620401
45,2027531493,0.9976414688888888,-0.0377632105555555,0.0400914211111111,-0.04077626,-0.086512476,0.008411648,-0.26044077,5.146871428571429,-0.5117347142857143,-9.608391714285714,2016.543641649123,-4.522618973683781,4.411274801698934,-2.5556018415648087,-9.593858868877092,0.454486495676609,-1.7495990667607924
46,2027571486,0.9972987333333332,-0.0416188963333333,0.0402052466666666,-0.0451019,-0.53599817,-0.057043824,-0.2950095,5.357050785714286,-1.8860467428571432,-10.920294142857143,2016.575805391813,-4.984999611271287,4.38396882923085,-3.069961479360377,-9.540921191027708,0.4063364812878523,-2.1143189674805414
47,2027601493,0.99598238,-0.0599657985,0.040222397,-0.0499161085,-1.2642524,-0.074548125,-0.33321342,5.4063675625,-2.325722325,-12.471627375,2016.607969134503,-7.114061279807178,4.252864375349817,-3.702991572585621,-9.558397684021418,0.2795586181701532,-2.4297358124114945
48,2027633991,0.9931482642857145,-0.0911784714285714,0.0402214646428571,-0.0547736277857142,-2.297834,-0.12341848,-0.3755718,5.516847105555556,-2.383875144444444,-14.328950944444443,2016.640132877193,-10.72551420495399,4.011352468237591,-4.3904761273158215,-11.090576991497914,0.061294616596208,-2.814539067485027
49,2027669201,0.9872404,-0.14220865,0.040268987,-0.059258074,-3.4826075000000003,-0.163538765,-0.3765059899999999,5.720025477777778,-2.096357022222222,-16.524731222222222,2016.6722966198831,-16.62598464352087,3.592295712665761,-5.0953236404261055,-14.512483162395672,-0.2794516725178557,-3.208086609946133
50,2027703991,0.9770916842105264,-0.1943363647368421,0.040470084368421,-0.0618969572105263,-3.4076035,-0.14770032,-0.32277754,5.61732996,-0.8415349750000001,-15.415045,2016.7044603625727,-22.71572142582131,3.160989177782779,-5.584847985254633,-18.95598063266016,-0.7016152958559175,-3.488579681124121
51,2027736492,0.96839032,-0.237254836875,0.0405827000625,-0.0645367553125,-2.0683184,-0.114655554,-0.24978557,5.26304388125,0.2566876953125,-12.584010875,2016.7366241052632,-27.7322111571692,2.750230870079589,-6.004764788863277,-23.004840074853515,-1.108936528376204,-3.5829220849498364
52,2027771616,0.96354856,-0.25561532875,0.040459364625,-0.067178993125,0.01573469,0.0124299337,-0.15914071,4.6884155,0.9090434,-8.568817,2016.7687878479533,-29.904025999128372,2.5005439833674226,-6.344603081835116,-24.51539559650008,-1.3774807611140132,-3.558896291110977
53,2027806491,0.964511119375,-0.25087449125,0.041468822625,-0.070705309375,0.7628661,0.16278675,-0.1567049,4.41113334375,-0.8200308562500002,-7.9722467125,2016.8009515906435,-29.36180361054696,2.551691459842459,-6.754237200900937,-23.382415522841512,-1.4468544836933552,-3.4963918993008365
54,2027836492,0.965250718,-0.2463329426666666,0.0437763745333333,-0.0752709073333333,0.025764227,0.25370726,-0.2493383,4.497510842105263,-1.841537394736842,-9.040382168421052,2016.833115333333,-28.861465968091995,2.7184625943957377,-7.317808131943313,-20.11811498120676,-1.256225881958594,-3.4926731923062886
55,2027874192,0.9633429,-0.251124,0.04791506,-0.08131144,-0.7323401,0.2590861,-0.3387074949999999,4.886938052631579,-2.2734041684210524,-11.495772410526316,2016.865279076024,-29.490664895781062,2.950819214901764,-8.126343267051006,-17.69998413776469,-0.9628642089770264,-3.708105242389771
56,2027906493,0.9542400638888888,-0.2805556122222222,0.0513828234444444,-0.0862956683333333,-2.1218927,0.15560721,-0.4298322,5.372460107142857,-2.923874114285714,-16.240724642857142,2016.8974428187128,-33.04638865987886,2.847212886370026,-8.879914505718377,-17.170057230998964,-0.770816179187349,-4.017993057666452
57,2027938984,0.941328975,-0.318440575,0.054685473,-0.0907922675,-3.5219917,0.040126413,-0.44710156,5.6926773,-1.83843955,-18.68708825,2016.929606561404,-37.6501585756779,2.5899157920999034,-9.601750669897797,-18.435609378448603,-0.8198585456933875,-4.245271329272737
58,2027971644,0.9235330375,-0.3663299625,0.0574252005,-0.09410431125,-2.77998945,-0.0231820375,-0.3948184099999999,5.8423753,0.5002002,-18.784252,2016.9588463274847,-43.50555975729488,2.128971746622739,-10.18610235205144,-21.01287193417136,-1.069711511149683,-4.363701669114271
59,2028001503,0.9133621433333332,-0.3906442346666666,0.0581889028,-0.09769884,-1.202827,0.012353543,-0.3409921,5.4437283,0.0132700421052631,-17.44671094736842,2016.9880860935675,-46.50763431489815,1.7174786237521975,-10.649324164812745,-23.675521037159204,-1.4268534419842454,-4.38308196303986
60,2028026493,0.9070181263157896,-0.4042782631578947,0.0588229915263157,-0.1019616815789473,-0.4829733,0.11374884,-0.3494094,5.058250133333334,-0.3986376857333333,-15.928458066666666,2017.0190127692308,-48.21116904102523,1.3904622637293482,-11.150298863240442,-23.80430806693133,-1.7120553831755891,-4.292620058901825
61,2028063991,0.9049692894736844,-0.4069904347368421,0.0604557637894736,-0.108184882368421,0.0023545737,0.30583224,-0.35061014,4.7645956,-0.1090141288,-12.4693328,2017.0542691794872,-48.58193038427505,1.2240138108027292,-11.886901987505984,-21.871915758107782,-1.8272370626958936,-4.289566025062608
62,2028096492,0.9083342775,-0.3967929249999999,0.062397271875,-0.1153624325,1.1502872,0.41488773,-0.27537584,4.459309,-0.564461243,-11.1362975,2017.089525589744,-47.35966952421536,1.2497959832252523,-12.724511319492125,-18.954823784315387,-1.7798064481992413,-4.404632439169027
63,2028126493,0.91599130625,-0.376220246875,0.06463433,-0.12326800875,1.8083726,0.42437658,-0.20634435,4.3844528812500005,-1.4678115875,-11.4327935625,2017.124782,-44.86413861458524,1.4702735844726451,-13.636137929753062,-14.383350045462596,-1.4924138301217025,-4.614128047240937
64,2028166492,0.921453535,-0.3594765625,0.0672540899999999,-0.130500935,0.48381937,0.393495,-0.26790416,4.9357101125,-2.8204998750000003,-13.948616625,2017.1600384102564,-42.8783244200584,1.726204375100409,-14.499986129800783,-9.6096576633298,-1.0987977360199417,-4.807161000781416
65,2028196492,0.9233694546666666,-0.3515975226666666,0.0706062852,-0.1369522313333333,-0.052125167,0.34322828,-0.2637236,5.251853247368421,-2.22112805263158,-15.773960368421053,2017.195294820513,-41.994171451991456,1.9534861263124348,-15.323062603475464,-5.77469011214115,-0.7197017380144378,-4.921266329787399
66,2028228991,0.9239439333333334,-0.3474070783333333,0.0734900716666666,-0.142149425,0.51141614,0.26694542,-0.1596053,5.558384207142857,-1.4102245,-17.655976571428575,2017.2305512307687,-41.5548362307468,2.122436923605307,-15.998461939306702,-3.446998287853517,-0.4150250995763992,-4.955633949038356
67,2028266493,0.9263451355555556,-0.3395448588888889,0.0740086764444444,-0.1451934,0.45224315,0.12776029,-0.109766394,6.291269185714286,-2.821915,-21.63911585714286,2017.2658076410253,-40.622239011142575,2.2074178872295813,-16.333283120610243,-1.3249410860951358,-0.212486537016704,-4.713394307322075
68,2028298991,0.927337125,-0.336310420625,0.0736213109375,-0.1466982675,0.024038883,-0.026519628,-0.069637656,6.089578125,-2.736750475,-21.1578275625,2017.301064051282,-40.22645167469834,2.1703825653437003,-16.473767636351987,0.8827314258022874,-0.0955722361036042,-4.234078856901174
69,2028331494,0.9272672228571428,-0.3365283,0.0728217921428571,-0.1470301742857143,-0.051179368,-0.07119972,-0.009531409,5.693592644444444,-2.3880033555555555,-19.930827333333333,2017.336320461539,-40.23621194307697,2.068311870254284,-16.47792351339131,2.3721532854007075,-0.1154739585612689,-3.574601321570017
70,2028368992,0.9260424985714284,-0.3403815999999999,0.0724972214285714,-0.1460414628571428,-0.3686658,-0.026308352,0.022341691,5.321038166666666,-2.160096983333333,-19.1349975,2017.371576871795,-40.69166006528907,1.9972438369238197,-16.364983275095508,3.263580722659902,-0.1577854868100975,-2.8347621568656445
71,2028401494,0.9236888126315788,-0.3467204526315789,0.0742004571052631,-0.1450450326315789,-0.4931933,0.053247318,0.036969215,5.115665786666667,-1.7606485933333331,-17.633883666666666,2017.406833282052,-41.49207144319553,2.0916212852283564,-16.34096100982868,3.7186321247856062,-0.1234042504684926,-2.1107329517343763
72,2028431497,0.921560845,-0.35224050625,0.076287728125,-0.1443268725,-0.32893866,0.12828027,0.02573148,4.97067685,-1.443643875,-16.54666075,2017.442089692308,-42.20255299424793,2.2312094565467064,-16.363104906754618,3.884619977273846,0.0267660057765598,-1.5024782684736566
73,2028471493,0.9209566425,-0.352957465625,0.0791906453125,-0.14486440125,0.013339837,0.19956988,-0.015203605,4.8216456875,-1.38349003125,-16.6465895625,2017.4773461025643,-42.3535549937533,2.498916242064497,-16.546999926034925,4.309124270040426,0.2536586581527562,-1.0453203224965697
74,2028498992,0.9170826317647058,-0.3614972352941176,0.08275315,-0.1460395411764705,-0.74047977,0.1789994,-0.10071753,5.087747752941176,-1.4962230294117649,-17.73690694117647,2017.5113426936416,-43.47373938702039,2.6481198496712577,-16.85224603426017,4.825798710045654,0.5061673385230443,-0.7436290862393502
75,2028528991,0.9114186166666668,-0.374159276,0.0863537626666666,-0.1475719073333333,-1.256242,0.1430268,-0.17425498,5.24985407368421,-1.3140021210526316,-18.46932368421053,2017.543134601156,-45.10177192725766,2.692868583839247,-17.21306548983006,4.416407879452592,0.6270365243348673,-0.5794787228083444
76,2028568991,0.9032173833333332,-0.392170544,0.0890128073333333,-0.1496358226666666,-0.8894388,0.036636204,-0.23857063,5.157319526315789,-0.5853566789473684,-18.402096315789475,2017.5749265086704,-47.37718341236024,2.489371528782599,-17.606052226320138,3.3982897965406487,0.5607951339988615,-0.4726110605443552
77,2028598991,0.8990972049999999,-0.400329785,0.0890283769999999,-0.1529532599999999,-0.43076473,0.017265068,-0.29331282,4.85304645,-0.4124531999999999,-17.025286,2017.606718416185,-48.38844400232373,2.156453348078852,-17.978558430926363,2.4204164521546665,0.3177363038243384,-0.3804331895990935
78,2028631493,0.8959178274999999,-0.40596721375,0.088544450375,-0.15705524625,-0.15042067,0.07429527,-0.35666296,4.4851162250000005,-0.7848559,-15.683718,2017.6385103237,-49.07933954468949,1.784422949444501,-18.40097202057417,2.516718880028633,-0.013558245136463,-0.2784190715325277
79,2028668991,0.89289099875,-0.410108514375,0.0884562654375,-0.1634341806249999,-0.36466026,0.17148994,-0.42007655,4.21752451875,-1.5558024500000005,-15.713407,2017.670302231214,-49.59767637288199,1.3702228535402805,-19.078510431097914,2.9302687886094243,-0.3537887953757834,-0.3213119197990436
80,2028701492,0.8879389857142858,-0.4176171028571429,0.0897155412857142,-0.17042957,-0.5903055,0.22166754,-0.43326256,4.131778,-1.66254,-15.996759888888889,2017.7020941387284,-50.56800709687874,0.972720146593678,-19.889987624088704,3.2536638626510803,-0.6803431304550975,-0.5425978509802074
81,2028733992,0.8834882052631579,-0.4240945678947368,0.0908736975789473,-0.1769259352631579,-0.4170067,0.19573225,-0.4004291,4.0259856,-1.65498616,-16.093435,2017.7338860462428,-51.40626917781386,0.6019236053864752,-20.638332204119425,3.14686812870832,-0.9610485466796468,-0.8603802604161079
82,2028771493,0.8805052368421052,-0.4278194052631578,0.0913041530526315,-0.1825460668421052,-0.04682832,0.1313846,-0.31802535,3.8182454666666654,-1.51977768,-15.624659,2017.7656779537567,-51.883208383661845,0.263227443610714,-21.253552328021,3.3251141893562397,-1.1751364835266362,-1.0216019619087289
83,2028803992,0.878022125,-0.430808435,0.0917867675,-0.18718964,-0.16566291,0.1222002,-0.24559164,3.6326434375,-2.03759725,-15.731112375,2017.797469861272,-52.26920774712967,-0.0059661025935799,-21.76729309732981,3.734046806014846,-1.334011674779689,-1.055317923772904
84,2028833991,0.875000553125,-0.4349285875,0.0931718948125,-0.191037655,-0.46712744,0.17521317,-0.18967402,3.5312871562500003,-2.14558953125,-15.919989625,2017.8292617687864,-52.821409534408325,-0.179030382013325,-22.243442845476427,4.163258340376938,-1.4087461094733105,-0.9924529445173856
85,2028871612,0.87004323125,-0.442800875,0.096911564125,-0.19374074,-0.5393796,0.23896904,-0.109954215,3.5283692,-1.6834257,-16.138748,2017.8610536763008,-53.90942676049419,-0.1686051456139724,-22.72206560619708,4.165299777147331,-1.3221045623996597,-0.912322181985614
86,2028903991,0.86707844,-0.446599428,0.1012768191999999,-0.196084542,-0.22791141,0.26718143,-0.041383997,3.6819161736842094,-1.5272695842105262,-16.896262421052633,2017.8928455838152,-54.50889766426936,0.027926701818171,-23.20016074341929,3.943897695828731,-1.083907371234058,-0.8411988112535562
87,2028936492,0.86566855,-0.4475787522222222,0.1050423098888889,-0.1981171355555555,0.06943488,0.2564384,-0.011713444,3.771317464285714,-1.49736295,-17.48597692857143,2017.9246374913296,-54.740421414164025,0.2588425206360117,-23.615725021469228,4.132578550727813,-0.713822323640782,-0.7676709993294186
88,2028971604,0.8655932,-0.4462613311111111,0.1079212604444444,-0.1998720877777778,0.0230943264999999,0.221560185,-0.0220360605,3.6896636,-1.8041216,-17.628225,2017.956429398844,-54.66002961848279,0.4836668668985996,-23.95452154392687,4.742610024048952,-0.3549566201696485,-0.6117134850106327
89,2029006493,0.8649325058823529,-0.4461442158823529,0.1105763210588235,-0.2015293270588235,-0.06550908,0.19567257,-0.036301296,3.652923535294118,-1.4454064235294115,-17.44177694117647,2017.9882213063584,-54.725674041439554,0.656617670195954,-24.271912632489123,5.413552821007053,-0.0500765218095793,-0.4147450061925708
90,2029031493,0.8642013428571429,-0.4462693314285714,0.1128470457142857,-0.20313392,-0.017041668,0.18229006,-0.057330877,3.6159213444444447,-1.263319711111111,-17.236273999999998,2018.0191368387093,-54.81123578303802,0.7872851337806073,-24.5634191494382,5.837080627952282,0.1659828106120351,-0.2357942333050615
91,2029068991,0.8633430285714285,-0.4463589892857142,0.1149148021428571,-0.20541708,-0.11034051,0.180796,-0.100113265,3.5692754166666667,-1.3006540166666667,-16.950813,2018.0546207096768,-54.8876783100433,0.8618916306631916,-24.91518451398217,6.212866507084319,0.3346240988553652,-0.070996955078594
92,2029101492,0.8607514736842105,-0.4492038347368421,0.1176158663157894,-0.2084793189473684,-0.25620428,0.2203552,-0.15736152,3.4955861733333333,-1.30472794,-16.990223466666666,2018.0901045806447,-55.33206851421653,0.869613234852649,-25.386560705410893,6.44220229887049,0.4277427463034512,0.0252877738303594
93,2029131493,0.85762915,-0.4527547575,0.1206160735,-0.21193380625,-0.40692383,0.28279266,-0.21343532,3.510470425,-1.1943658425,-17.3475435,2018.125588451613,-55.87616461824207,0.8583206215240562,-25.91668690470172,6.374784932997645,0.4621967976836114,0.0288070024513197
